design,policy,p,q,traffic,injection_rate,packets_injected,reception_rate,queueing_latency,network_latency,total_latency,average_hops,lateral_selections_per_injected_packet,lateral_selections_per_received_packet,escape_activations_per_received_packet
340_adaptive,adaptive,3,4,tornado_y,0.025,31877,0.0248867,2.000031,5.976173,7.976205,1.488087,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.050,64179,0.0501109,2.000514,5.990490,7.991004,1.495245,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.075,95843,0.0748328,2.002057,5.995553,7.997609,1.497776,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.100,128013,0.0999469,2.004518,5.998687,8.003205,1.499343,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.125,159953,0.124886,2.008971,5.999762,8.008733,1.499881,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.150,192279,0.150126,2.015529,6.002118,8.017647,1.501059,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.175,224176,0.175024,2.025001,6.001397,8.026398,1.500699,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.200,256078,0.199932,2.037095,6.000418,8.037513,1.500209,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.225,288187,0.224991,2.053624,5.999844,8.053467,1.499922,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.250,320345,0.250096,2.075290,5.998579,8.073868,1.499289,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.275,352107,0.274894,2.101687,5.999307,8.100994,1.499653,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.300,384248,0.299986,2.136363,6.000016,8.136379,1.500008,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.325,416256,0.324975,2.179819,5.999365,8.179184,1.499683,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.350,448322,0.350009,2.238393,6.000027,8.238420,1.500013,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.375,480036,0.374775,2.313246,5.999800,8.313046,1.499900,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.400,511878,0.399637,2.405620,5.998923,8.404543,1.499461,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.425,544103,0.424795,2.532500,5.998858,8.531358,1.499429,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.450,576091,0.449769,2.704765,5.998715,8.703480,1.499357,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.475,608139,0.474784,2.954534,5.998600,8.953133,1.499300,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.500,640164,0.499782,3.350894,5.998504,9.349398,1.499252,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.525,672348,0.524913,4.036205,5.998518,10.034723,1.499259,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.550,704079,0.54968,5.408532,5.998212,11.406744,1.499106,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.575,735754,0.574406,9.333864,5.998199,15.332063,1.499100,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.600,762866,0.595564,47.133701,5.998523,53.132224,1.499261,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.625,767326,0.599046,207.512780,5.999694,213.512474,1.499847,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.650,767636,0.599291,388.855827,5.999769,394.855596,1.499885,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.675,767757,0.599381,558.797656,5.999739,564.797395,1.499870,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.700,767817,0.599427,717.970310,5.999763,723.970073,1.499881,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.725,767844,0.599447,864.563629,5.999760,870.563389,1.499880,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.750,767869,0.599463,1002.524833,5.999765,1008.524599,1.499883,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.775,767887,0.599474,1131.933237,5.999756,1137.932993,1.499878,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.800,767908,0.599487,1252.642861,5.999762,1258.642623,1.499881,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.825,767923,0.599496,1365.551974,5.999751,1371.551725,1.499876,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.850,767936,0.599506,1471.929035,5.999739,1477.928775,1.499870,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.875,767944,0.599513,1571.512180,5.999734,1577.511915,1.499867,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.900,767954,0.59952,1666.378994,5.999742,1672.378736,1.499871,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.925,767967,0.599528,1757.337166,5.999734,1763.336900,1.499867,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.950,767977,0.599534,1842.506775,5.999739,1848.506514,1.499870,0,0,0
340_adaptive,adaptive,3,4,tornado_y,0.975,767989,0.599542,1922.487354,5.999737,1928.487090,1.499868,0,0,0
340_adaptive,adaptive,3,4,tornado_y,1.000,768000,0.59955,1999.462302,5.999750,2005.462052,1.499875,0,0,0
340_flex,flex,3,4,diagonal_3d,0.025,31877,0.024875,2.000031,11.054554,13.054585,4.000503,0.000125482,0.000125628,9.42211e-05
340_flex,flex,3,4,diagonal_3d,0.050,64179,0.0500844,2.000530,11.133384,13.133915,4.003806,0.00171396,0.00171585,0.000842329
340_flex,flex,3,4,diagonal_3d,0.075,95843,0.074793,2.002329,11.238795,13.241124,4.014645,0.0071158,0.00712383,0.00409464
340_flex,flex,3,4,diagonal_3d,0.100,128013,0.0998984,2.005107,11.393360,13.398467,4.044201,0.0227711,0.0227966,0.0106202
340_flex,flex,3,4,diagonal_3d,0.125,159952,0.124825,2.010809,11.603382,13.614191,4.088718,0.0445759,0.044625,0.0225315
340_flex,flex,3,4,diagonal_3d,0.150,192279,0.150048,2.019572,11.861914,13.881486,4.144334,0.0727797,0.0728623,0.0366706
340_flex,flex,3,4,diagonal_3d,0.175,224176,0.174923,2.032144,12.183165,14.215308,4.205420,0.106885,0.107016,0.0512144
340_flex,flex,3,4,diagonal_3d,0.200,256078,0.199811,2.050043,12.646404,14.696447,4.263198,0.143448,0.143628,0.0636422
340_flex,flex,3,4,diagonal_3d,0.225,288187,0.224832,2.076512,13.312633,15.389145,4.305318,0.182645,0.1829,0.0691697
340_flex,flex,3,4,diagonal_3d,0.250,320343,0.249887,2.118266,13.971872,16.090138,4.338666,0.223738,0.22408,0.0707696
340_flex,flex,3,4,diagonal_3d,0.275,352107,0.274648,2.184224,14.788434,16.972658,4.365126,0.261423,0.261838,0.0688465
340_flex,flex,3,4,diagonal_3d,0.300,384245,0.299705,2.296580,15.405964,17.702544,4.387135,0.293092,0.293567,0.0720369
340_flex,flex,3,4,diagonal_3d,0.325,416250,0.324663,2.892073,16.115678,19.007751,4.403888,0.320094,0.320619,0.0752392
340_flex,flex,3,4,diagonal_3d,0.350,448285,0.349612,3.042563,16.634063,19.676626,4.418840,0.344919,0.345522,0.0810453
340_flex,flex,3,4,diagonal_3d,0.375,479586,0.373987,4.822936,17.175777,21.998713,4.428458,0.367102,0.367779,0.0908455
340_flex,flex,3,4,diagonal_3d,0.400,511109,0.39853,12.679237,18.139423,30.818660,4.447994,0.397659,0.398431,0.102925
340_flex,flex,3,4,diagonal_3d,0.425,374939,0.291161,64.636136,24.694689,89.330825,4.475499,0.439688,0.442346,0.140555
340_flex,flex,3,4,diagonal_3d,0.450,79312,0.0602797,1183.916470,89.437829,1273.354299,4.541875,0.453261,0.465914,0.38184
340_flex,flex,3,4,diagonal_3d,0.475,48929,0.0365086,2455.549057,182.068199,2637.617256,4.599260,0.472235,0.494447,0.582419
340_flex,flex,3,4,diagonal_3d,0.500,45486,0.0338039,2656.122975,182.961266,2839.084240,4.613002,0.483006,0.507754,0.630636
340_flex,flex,3,4,diagonal_3d,0.525,43586,0.0323359,2978.927277,214.462551,3193.389828,4.601353,0.464117,0.488741,0.649505
340_flex,flex,3,4,diagonal_3d,0.550,42398,0.0314023,2995.462023,210.895360,3206.357383,4.651026,0.510755,0.538749,0.681428
340_flex,flex,3,4,diagonal_3d,0.575,38775,0.0286141,3064.099820,194.325998,3258.425818,4.634904,0.481289,0.509529,0.707503
340_flex,flex,3,4,diagonal_3d,0.600,41573,0.0307234,3254.103163,205.501729,3459.604892,4.647256,0.513001,0.542313,0.702411
340_flex,flex,3,4,diagonal_3d,0.625,40332,0.0297742,3337.858309,258.140721,3595.999029,4.637139,0.478603,0.506494,0.730445
340_flex,flex,3,4,diagonal_3d,0.650,39559,0.0292172,3040.291647,194.484625,3234.776271,4.600139,0.466013,0.492941,0.685411
340_flex,flex,3,4,diagonal_3d,0.675,40097,0.0295867,3332.332339,228.075493,3560.407832,4.670328,0.514452,0.544691,0.728552
340_flex,flex,3,4,diagonal_3d,0.700,38910,0.028643,3361.423506,257.367482,3618.790988,4.642855,0.49229,0.522461,0.755176
340_flex,flex,3,4,diagonal_3d,0.725,41503,0.0307109,3350.137268,231.474180,3581.611447,4.639685,0.493531,0.521063,0.693488
340_flex,flex,3,4,diagonal_3d,0.750,36253,0.0265969,3525.531753,232.810510,3758.342263,4.639937,0.481422,0.51266,0.777817
340_flex,flex,3,4,diagonal_3d,0.775,38649,0.0284984,3388.890592,228.772986,3617.663578,4.583064,0.442832,0.469187,0.73595
340_flex,flex,3,4,diagonal_3d,0.800,40110,0.0296109,3394.011714,179.862356,3573.874070,4.623424,0.487983,0.516411,0.74624
340_flex,flex,3,4,diagonal_3d,0.825,38883,0.0286703,3440.349120,259.310644,3699.659763,4.638591,0.481804,0.510491,0.682735
340_flex,flex,3,4,diagonal_3d,0.850,37828,0.0277969,3267.189854,176.955115,3444.144969,4.632181,0.494713,0.52597,0.713997
340_flex,flex,3,4,diagonal_3d,0.875,45377,0.0337422,3330.903311,171.451239,3502.354550,4.603843,0.482006,0.506414,0.704098
340_flex,flex,3,4,diagonal_3d,0.900,44972,0.0334438,3206.287867,168.555340,3374.843207,4.655602,0.524415,0.550925,0.679733
340_flex,flex,3,4,diagonal_3d,0.925,41727,0.030882,3606.077361,187.468643,3793.546004,4.546434,0.420543,0.443927,0.764072
340_flex,flex,3,4,diagonal_3d,0.950,38063,0.0280117,3175.519676,166.814726,3342.334402,4.631544,0.482673,0.512397,0.727123
340_flex,flex,3,4,diagonal_3d,0.975,39903,0.0294867,3506.547969,202.108523,3708.656493,4.674032,0.521189,0.551016,0.727181
340_flex,flex,3,4,diagonal_3d,1.000,36375,0.0267258,3489.022246,206.249847,3695.272092,4.667690,0.504082,0.535999,0.80207
340_flex,flex,3,4,tornado_x_3d,0.025,31877,0.0248789,2.000031,9.153776,11.153808,3.051123,0.0476519,0.0476998,0.000659444
340_flex,flex,3,4,tornado_x_3d,0.050,64179,0.0500922,2.000546,9.389438,11.389984,3.142628,0.12314,0.123257,0.00399264
340_flex,flex,3,4,tornado_x_3d,0.075,95843,0.0748055,2.002193,9.637351,11.639544,3.235016,0.183039,0.183215,0.0113524
340_flex,flex,3,4,tornado_x_3d,0.100,128013,0.0999125,2.005145,9.932941,11.938086,3.333104,0.224477,0.224697,0.0240054
340_flex,flex,3,4,tornado_x_3d,0.125,159953,0.124838,2.010363,10.612096,12.622459,3.437300,0.251518,0.251771,0.0404714
340_flex,flex,3,4,tornado_x_3d,0.150,192279,0.150021,2.022002,13.266634,15.288636,3.459618,0.279136,0.279502,0.0385675
340_flex,flex,3,4,tornado_x_3d,0.175,224172,0.174879,2.241305,13.904613,16.145918,3.455458,0.302834,0.303277,0.034515
340_flex,flex,3,4,tornado_x_3d,0.200,255991,0.199699,3.240021,14.097819,17.337840,3.454602,0.326652,0.327133,0.031923
340_flex,flex,3,4,tornado_x_3d,0.225,288021,0.22467,3.591396,14.147088,17.738484,3.457992,0.350405,0.350946,0.030903
340_flex,flex,3,4,tornado_x_3d,0.250,319262,0.249012,14.258107,14.441265,28.699372,3.467004,0.372396,0.373011,0.0315465
340_flex,flex,3,4,tornado_x_3d,0.275,267115,0.20815,166.270024,19.975412,186.245436,3.519622,0.447856,0.449004,0.0348907
340_flex,flex,3,4,tornado_x_3d,0.300,210662,0.163943,569.914585,30.089213,600.003798,3.653619,0.555459,0.557616,0.0422403
340_flex,flex,3,4,tornado_x_3d,0.325,189442,0.14733,1106.126766,36.009990,1142.136757,3.723262,0.629713,0.632581,0.0460434
340_flex,flex,3,4,tornado_x_3d,0.350,190331,0.147972,1349.779498,35.473633,1385.253131,3.750042,0.665872,0.669131,0.0504424
340_flex,flex,3,4,tornado_x_3d,0.375,190697,0.148285,1191.017407,35.881542,1226.898949,3.736735,0.657493,0.660583,0.0522536
340_flex,flex,3,4,tornado_x_3d,0.400,177029,0.137602,1170.226849,36.165838,1206.392687,3.741850,0.649628,0.652944,0.0528019
340_flex,flex,3,4,tornado_x_3d,0.425,173720,0.135009,1020.932956,34.320950,1055.253906,3.752436,0.666233,0.669734,0.0545448
340_flex,flex,3,4,tornado_x_3d,0.450,182198,0.141627,953.304916,34.234523,987.539438,3.738519,0.654607,0.657911,0.0567621
340_flex,flex,3,4,tornado_x_3d,0.475,180802,0.140544,936.238760,34.954023,971.192784,3.751657,0.66882,0.672188,0.0584949
340_flex,flex,3,4,tornado_x_3d,0.500,189319,0.147167,888.928244,33.451564,922.379808,3.746998,0.665311,0.668649,0.0613301
340_flex,flex,3,4,tornado_x_3d,0.525,190582,0.148155,835.463641,31.030616,866.494257,3.784985,0.703125,0.706625,0.0644913
340_flex,flex,3,4,tornado_x_3d,0.550,197595,0.153642,994.556564,32.231478,1026.788042,3.772630,0.697022,0.700328,0.0659253
340_flex,flex,3,4,tornado_x_3d,0.575,202054,0.157105,1331.206739,32.530971,1363.737710,3.775443,0.703193,0.70655,0.0613693
340_flex,flex,3,4,tornado_x_3d,0.600,200024,0.155522,1431.048159,32.358069,1463.406228,3.787550,0.71115,0.714565,0.061376
340_flex,flex,3,4,tornado_x_3d,0.625,201273,0.156493,1739.872294,32.787191,1772.659485,3.790306,0.713568,0.716995,0.0599118
340_flex,flex,3,4,tornado_x_3d,0.650,203382,0.158152,1807.112274,32.625977,1839.738250,3.794353,0.718948,0.722314,0.0605481
340_flex,flex,3,4,tornado_x_3d,0.675,199861,0.155399,1802.213337,32.726988,1834.940325,3.783913,0.709258,0.712645,0.063722
340_flex,flex,3,4,tornado_x_3d,0.700,202143,0.157179,1849.999443,30.983801,1880.983245,3.788328,0.715261,0.718653,0.0622599
340_flex,flex,3,4,tornado_x_3d,0.725,198275,0.154141,1958.382397,29.889453,1988.271850,3.793436,0.719526,0.723082,0.0642372
340_flex,flex,3,4,tornado_x_3d,0.750,193564,0.150477,1737.004102,29.611959,1766.616060,3.785313,0.708066,0.711569,0.0706657
340_flex,flex,3,4,tornado_x_3d,0.775,194166,0.150942,1969.555019,32.986869,2002.541888,3.773553,0.694679,0.69813,0.0693664
340_flex,flex,3,4,tornado_x_3d,0.800,200644,0.156019,2189.256975,30.876432,2220.133407,3.758948,0.683434,0.686651,0.0650613
340_flex,flex,3,4,tornado_x_3d,0.825,206306,0.16043,2277.409827,32.449486,2309.859313,3.762396,0.686097,0.689291,0.064188
340_flex,flex,3,4,tornado_x_3d,0.850,198461,0.1543,2396.831148,33.118631,2429.949778,3.787088,0.712719,0.716173,0.0635987
340_flex,flex,3,4,tornado_x_3d,0.875,201966,0.157055,2370.186032,32.408213,2402.594245,3.763398,0.68815,0.691355,0.0647913
340_flex,flex,3,4,tornado_x_3d,0.900,200207,0.155673,2433.500161,31.539084,2465.039245,3.769469,0.69518,0.698477,0.0659182
340_flex,flex,3,4,tornado_x_3d,0.925,197909,0.153858,2586.350161,31.014868,2617.365029,3.778616,0.703071,0.706537,0.0667723
340_flex,flex,3,4,tornado_x_3d,0.950,199131,0.15483,2649.657080,31.880696,2681.537776,3.774966,0.697757,0.701094,0.0665244
340_flex,flex,3,4,tornado_x_3d,0.975,199509,0.155132,2711.698593,32.196395,2743.894989,3.770951,0.697502,0.700804,0.066103
340_flex,flex,3,4,tornado_x_3d,1.000,196251,0.152555,2747.514055,32.442324,2779.956379,3.785006,0.707935,0.711488,0.0655499
340_flex,flex,3,4,tornado_y,0.025,31877,0.0248867,2.000031,5.978873,7.978904,1.489437,0.00138031,0.00138126,0
340_flex,flex,3,4,tornado_y,0.050,64179,0.0501109,2.000514,6.000078,8.000592,1.499953,0.00472117,0.00472389,0
340_flex,flex,3,4,tornado_y,0.075,95843,0.0748328,2.002057,6.016140,8.018197,1.507778,0.0100059,0.0100119,0
340_flex,flex,3,4,tornado_y,0.100,128013,0.0999469,2.004518,6.033830,8.038348,1.516235,0.0168889,0.0168996,1.56333e-05
340_flex,flex,3,4,tornado_y,0.125,159953,0.124886,2.008977,6.049633,8.058610,1.523428,0.0235444,0.023559,9.38356e-05
340_flex,flex,3,4,tornado_y,0.150,192279,0.150126,2.015539,6.067100,8.082639,1.531284,0.0302217,0.0302403,0.000218567
340_flex,flex,3,4,tornado_y,0.175,224176,0.175024,2.025014,6.082212,8.107226,1.537644,0.0368684,0.0368922,0.000379412
340_flex,flex,3,4,tornado_y,0.200,256078,0.199931,2.037118,6.096224,8.133343,1.543163,0.0429322,0.0429601,0.000625215
340_flex,flex,3,4,tornado_y,0.225,288187,0.224989,2.053694,6.111429,8.165123,1.548985,0.0489162,0.0489503,0.00107991
340_flex,flex,3,4,tornado_y,0.250,320345,0.250091,2.075422,6.124926,8.200349,1.553691,0.0541791,0.0542177,0.00152757
340_flex,flex,3,4,tornado_y,0.275,352107,0.274888,2.101937,6.138983,8.240920,1.558592,0.0584936,0.0585353,0.00234755
340_flex,flex,3,4,tornado_y,0.300,384248,0.299977,2.136974,6.153392,8.290366,1.563134,0.0625716,0.0626167,0.00311221
340_flex,flex,3,4,tornado_y,0.325,416256,0.324966,2.180596,6.164553,8.345149,1.566155,0.0655918,0.065639,0.00424563
340_flex,flex,3,4,tornado_y,0.350,448322,0.350001,2.239897,6.176567,8.416463,1.569157,0.0681497,0.0681985,0.00546874
340_flex,flex,3,4,tornado_y,0.375,480036,0.374766,2.315699,6.186243,8.501942,1.571356,0.0702551,0.0703042,0.00689805
340_flex,flex,3,4,tornado_y,0.400,511878,0.399627,2.409267,6.195737,8.605004,1.573080,0.0716792,0.0717291,0.00851967
340_flex,flex,3,4,tornado_y,0.425,544103,0.424784,2.538289,6.204571,8.742860,1.574373,0.0728153,0.0728661,0.0104207
340_flex,flex,3,4,tornado_y,0.450,576091,0.449762,2.713786,6.212970,8.926756,1.575471,0.0737331,0.0737839,0.012821
340_flex,flex,3,4,tornado_y,0.475,608138,0.474772,2.970125,6.221462,9.191587,1.576612,0.0742299,0.0742824,0.0152047
340_flex,flex,3,4,tornado_y,0.500,640162,0.499767,3.376399,6.229904,9.606303,1.577725,0.0747983,0.074852,0.0180006
340_flex,flex,3,4,tornado_y,0.525,672343,0.524895,4.085769,6.238028,10.323797,1.578824,0.0750882,0.0751415,0.0209625
340_flex,flex,3,4,tornado_y,0.550,704073,0.549658,5.524852,6.247078,11.771931,1.579652,0.0753033,0.075358,0.0242637
340_flex,flex,3,4,tornado_y,0.575,735719,0.574362,9.911672,6.257558,16.169230,1.581310,0.0757585,0.0758138,0.0275578
340_flex,flex,3,4,tornado_y,0.600,761763,0.594691,53.610481,6.256099,59.866580,1.579452,0.0755511,0.0756064,0.0295006
340_flex,flex,3,4,tornado_y,0.625,765577,0.597665,218.142142,6.257349,224.399491,1.579546,0.0755953,0.0756512,0.0298989
340_flex,flex,3,4,tornado_y,0.650,765870,0.597898,399.344231,6.255094,405.599325,1.578802,0.0754345,0.0754898,0.0299722
340_flex,flex,3,4,tornado_y,0.675,766059,0.598035,568.523080,6.255741,574.778821,1.579356,0.0755464,0.075603,0.0301391
340_flex,flex,3,4,tornado_y,0.700,766044,0.598026,727.514486,6.257473,733.771959,1.579311,0.0755427,0.075599,0.0300193
340_flex,flex,3,4,tornado_y,0.725,766061,0.598045,873.804952,6.258790,880.063742,1.579979,0.0756676,0.0757233,0.0300144
340_flex,flex,3,4,tornado_y,0.750,766106,0.598074,1011.534390,6.255804,1017.790194,1.579007,0.0755587,0.0756151,0.0299699
340_flex,flex,3,4,tornado_y,0.775,766153,0.598106,1140.632095,6.258455,1146.890550,1.579754,0.0756964,0.0757534,0.0300898
340_flex,flex,3,4,tornado_y,0.800,766176,0.59812,1261.045554,6.257110,1267.302664,1.579614,0.0756784,0.075736,0.0300277
340_flex,flex,3,4,tornado_y,0.825,766128,0.598077,1373.687846,6.256704,1379.944550,1.579379,0.075537,0.0755951,0.0299188
340_flex,flex,3,4,tornado_y,0.850,766192,0.598134,1479.778931,6.258570,1486.037501,1.579894,0.0756769,0.0757342,0.0302647
340_flex,flex,3,4,tornado_y,0.875,766192,0.598128,1579.055457,6.257385,1585.312842,1.579439,0.0756194,0.0756775,0.0302846
340_flex,flex,3,4,tornado_y,0.900,766240,0.598162,1673.770070,6.258029,1680.028099,1.579522,0.0755025,0.0755609,0.030373
340_flex,flex,3,4,tornado_y,0.925,766230,0.598152,1764.576535,6.258413,1770.834947,1.579544,0.0756339,0.0756927,0.0303003
340_flex,flex,3,4,tornado_y,0.950,766125,0.598072,1849.871350,6.257975,1856.129324,1.579283,0.0756352,0.0756938,0.0300614
340_flex,flex,3,4,tornado_y,0.975,766187,0.59812,1929.308575,6.258545,1935.567120,1.579474,0.0755468,0.0756054,0.0304169
340_flex,flex,3,4,tornado_y,1.000,766197,0.598127,2006.116261,6.258292,2012.374553,1.579185,0.0754962,0.0755548,0.0302637
400_adaptive,adaptive,4,0,diagonal_3d,0.025,31877,0.024875,2.000031,11.045289,13.045320,4.000063,0,0,3.1407e-05
400_adaptive,adaptive,4,0,diagonal_3d,0.050,64179,0.0500867,2.000546,11.102463,13.103009,4.001279,0,0,0.000514732
400_adaptive,adaptive,4,0,diagonal_3d,0.075,95843,0.0747953,2.002214,11.179427,13.181642,4.006560,0,0,0.00212037
400_adaptive,adaptive,4,0,diagonal_3d,0.100,128013,0.0999016,2.005021,11.290841,13.295862,4.021177,0,0,0.00630308
400_adaptive,adaptive,4,0,diagonal_3d,0.125,159953,0.124827,2.010477,11.428582,13.439059,4.042960,0,0,0.0136752
400_adaptive,adaptive,4,0,diagonal_3d,0.150,192279,0.150048,2.018328,11.633247,13.651574,4.082099,0,0,0.0263562
400_adaptive,adaptive,4,0,diagonal_3d,0.175,224176,0.17493,2.031160,11.909790,13.940949,4.128159,0,0,0.0415435
400_adaptive,adaptive,4,0,diagonal_3d,0.200,256078,0.199809,2.048902,12.313510,14.362412,4.179640,0,0,0.0594316
400_adaptive,adaptive,4,0,diagonal_3d,0.225,288187,0.22484,2.075491,12.905071,14.980563,4.210115,0,0,0.0743376
400_adaptive,adaptive,4,0,diagonal_3d,0.250,320345,0.249902,2.116358,13.592302,15.708660,4.209801,0,0,0.08262
400_adaptive,adaptive,4,0,diagonal_3d,0.275,352106,0.274648,2.176086,14.412112,16.588198,4.187894,0,0,0.0852084
400_adaptive,adaptive,4,0,diagonal_3d,0.300,384246,0.299704,2.403807,15.438547,17.842355,4.163380,0,0,0.0859442
400_adaptive,adaptive,4,0,diagonal_3d,0.325,402121,0.313523,18.859004,18.482358,37.341362,4.131489,0,0,0.0935586
400_adaptive,adaptive,4,0,diagonal_3d,0.350,244455,0.189795,1082.055018,48.038825,1130.093843,4.099943,0,0,0.246833
400_adaptive,adaptive,4,0,diagonal_3d,0.375,201683,0.156361,1752.121699,61.918523,1814.040221,4.104816,0,0,0.310849
400_adaptive,adaptive,4,0,diagonal_3d,0.400,210669,0.163402,1960.117574,60.181742,2020.299315,4.101667,0,0,0.30095
400_adaptive,adaptive,4,0,diagonal_3d,0.425,208923,0.162005,2211.897346,60.020900,2271.918246,4.100431,0,0,0.312636
400_adaptive,adaptive,4,0,diagonal_3d,0.450,230034,0.178591,2245.432510,54.831414,2300.263924,4.088637,0,0,0.287218
400_adaptive,adaptive,4,0,diagonal_3d,0.475,238795,0.185401,2460.430811,53.208463,2513.639274,4.090143,0,0,0.27307
400_adaptive,adaptive,4,0,diagonal_3d,0.500,241123,0.187167,2333.749585,51.299294,2385.048878,4.088098,0,0,0.265525
400_adaptive,adaptive,4,0,diagonal_3d,0.525,218149,0.169234,2670.659374,59.342975,2730.002350,4.095421,0,0,0.297758
400_adaptive,adaptive,4,0,diagonal_3d,0.550,239608,0.18596,2600.180785,52.669708,2652.850493,4.088082,0,0,0.273097
400_adaptive,adaptive,4,0,diagonal_3d,0.575,205826,0.159598,2740.706743,61.953888,2802.660631,4.106567,0,0,0.309068
400_adaptive,adaptive,4,0,diagonal_3d,0.600,214889,0.166655,2638.739342,58.313776,2697.053118,4.095622,0,0,0.297401
400_adaptive,adaptive,4,0,diagonal_3d,0.625,226979,0.176171,2921.411279,55.671803,2977.083082,4.091655,0,0,0.284032
400_adaptive,adaptive,4,0,diagonal_3d,0.650,233032,0.180877,2872.207708,53.748629,2925.956337,4.087966,0,0,0.272164
400_adaptive,adaptive,4,0,diagonal_3d,0.675,208897,0.161999,2944.554521,59.900067,3004.454588,4.101698,0,0,0.306531
400_adaptive,adaptive,4,0,diagonal_3d,0.700,214784,0.166627,3110.783002,57.449665,3168.232667,4.097823,0,0,0.302115
400_adaptive,adaptive,4,0,diagonal_3d,0.725,197599,0.153202,3224.977817,63.598591,3288.576408,4.109710,0,0,0.323408
400_adaptive,adaptive,4,0,diagonal_3d,0.750,217590,0.1688,3264.480024,59.013177,3323.493201,4.093954,0,0,0.298578
400_adaptive,adaptive,4,0,diagonal_3d,0.775,209975,0.162837,3206.987814,59.846347,3266.834161,4.100532,0,0,0.305895
400_adaptive,adaptive,4,0,diagonal_3d,0.800,226575,0.175816,3288.116173,55.414794,3343.530967,4.089014,0,0,0.288815
400_adaptive,adaptive,4,0,diagonal_3d,0.825,238409,0.185036,3162.518725,52.855134,3215.373859,4.089358,0,0,0.279317
400_adaptive,adaptive,4,0,diagonal_3d,0.850,227602,0.176583,3205.457399,54.374935,3259.832333,4.091609,0,0,0.284113
400_adaptive,adaptive,4,0,diagonal_3d,0.875,216868,0.168234,3330.107598,57.666182,3387.773780,4.095524,0,0,0.293096
400_adaptive,adaptive,4,0,diagonal_3d,0.900,208552,0.161727,3336.353548,58.735892,3395.089440,4.099976,0,0,0.307768
400_adaptive,adaptive,4,0,diagonal_3d,0.925,211463,0.163995,3058.916194,59.011781,3117.927975,4.102242,0,0,0.295249
400_adaptive,adaptive,4,0,diagonal_3d,0.950,198160,0.153586,3375.451971,63.176555,3438.628526,4.106363,0,0,0.313983
400_adaptive,adaptive,4,0,diagonal_3d,0.975,240619,0.186787,3303.138025,52.916491,3356.054516,4.088311,0,0,0.275929
400_adaptive,adaptive,4,0,diagonal_3d,1.000,247410,0.192109,3317.942062,50.133636,3368.075698,4.084075,0,0,0.266731
400_adaptive,adaptive,4,0,tornado_x_3d,0.025,31877,0.0248797,2.000031,9.081266,11.081297,3.012686,0,0,0.0028889
400_adaptive,adaptive,4,0,tornado_x_3d,0.050,64179,0.0500922,2.000546,9.301600,11.302146,3.083315,0,0,0.0179513
400_adaptive,adaptive,4,0,tornado_x_3d,0.075,95843,0.0748047,2.002256,9.872313,11.874569,3.217504,0,0,0.0467572
400_adaptive,adaptive,4,0,tornado_x_3d,0.100,128012,0.099857,2.017783,14.416150,16.433933,3.254176,0,0,0.0508774
400_adaptive,adaptive,4,0,tornado_x_3d,0.125,78437,0.0606648,127.576709,51.961791,179.538499,3.242289,0,0,0.0771271
400_adaptive,adaptive,4,0,tornado_x_3d,0.150,11885,0.00858437,2048.364124,480.638515,2529.002639,4.225155,0,0,0.525937
400_adaptive,adaptive,4,0,tornado_x_3d,0.175,9931,0.00705937,2685.688690,604.731408,3290.420097,4.476981,0,0,0.642098
